label,tweet
fear,mau check out takut tidak kretek tulang punggung. dilema jadi muda mudi jompo wkwk
fear,aku takut
fear,jd malu trims
fear,"bener lily. malu banget dah.. minim literasi. kirain tuh paling muda, ternyata muda dari kakak. terus kirain tuh ada n-nya, taunya dia nulis kurang huruf n, bukan ada n-nya. malu banget."
fear,"jeje galak banget, gua takut"
fear,masih kaget.. dijilat??
fear,takut banget bocil tetangga lagi sakit yg tadinya mau menghirup udara mendung akhirnya tutup pintu lagi
fear,"cayy jangan lupaa makan siang yaa, jangan malu-malu untuk jbjb!"
fear,kaget liatnya
fear,"kemarin ngeluh, kalau masih ada alm. bapak, pasti doi yg antar jemput kerja. eh td malam langsung mimpi diantar sama doi pergi kerja. ini bapak ku masih ada atau tidak sih? agak takut"
fear,bismillah desiliun tp takut berat nanti hisabnya hh
fear,kaget anjir mini
fear,kating takut adek tingkat aku doang keknya. ini matkul wajib padahal bukan mkp :)
fear,jarang bocor benda tajam takut nak dekat
fear,aduh gua kalo ujan gini panik takut bocor lg
fear,"tau kan rasanya, mau lanjut gabisa melek takut nabrak"
fear,anjrit kaget ada renjun
fear,"alhamdulillah aku di jauhkan dari cowok itu, tapi rasa takut dan traumanya masih membekas sampai sekarang sulit di hilangkan.. ketambahan lagi, dulu waktu kelas 3, temen cowok2 pada suka kan gangguin cewek2, nah si cowok2 itu pada megang dada si cewek kalo nggagguin."
fear,"selalu merasa gaenakan padahal sebenarnya udh gakuat.. merasa takut kalau orang lain tu engga puas dengan hasil kerja kita,, kenapa sii mikirin perasaan orang mulu heh"
fear,"pengen cuddle, tapi malu aku karna takut klo tidur ngorok"
fear,sumpah takut banget
fear,"takut, ku demam sm batuk"
fear,kaget liat reply.. fans sultan smua keknya
fear,moots gue pada ghaib yah takut deh
fear,beuhh kaget
fear,: harap-harap cemas..
fear,terkadang kita selalu memaafkan seseorang hanya karena takut kehilangan.
fear,"jumlahnya yg takut banyak bener, udah kayak nanganin teror aja."
fear,"bajunya yang ini, ditengah lagu minjem gitar dari gitarisnya terus dia yang main.. takut banget"
fear,malu akuu. ga lagi deh komen2 di postingan yg war
fear,ngeri lah kalau begitu caranya
fear,agak takut tapi gapapa.
fear,kak wkwkkw aku juga bingung takut akun sopi di report atau gmn2 huhu
fear,"aku infp dan di aku relate. kalau ada hal yg ga terorganisir tuh emang panik sendiri, pikiran jadi ga tenang :')"
fear,"ngeri x pon, aji mumpung."
fear,"umm, aku gapapa. aku takut oversharing .. tapi makasih udah nawarin"
fear,"contact kita bisa dinamain siapa aja, ngeri juga"
fear,ah takut
fear,"gue lagi nangisin cowo fiksi, tiba-tiba abang gue dateng ""dah sholat belum lu?"" gue antara takut di marahin karna belum sholat dan malu karna nangis buat mata gue sembab"
fear,khawatir
fear,"anjir anjir anjir sumpah ma, pak, hamba takut banget kalo disuruh nungguin adek sendirian. takut dia bangun terus cekek hamba"
fear,takut:(
fear,hah kenapa suer kok pada kaget gtu
fear,"anjay ini 2p kegedean ternyata gampang lepas pula, takut kececer jadinya"
fear,"malu bgt sendirian, kesannya kek semua orang ngeliatin sambil kasihan gitu aku kesini sendiri. plis lah rangorang kalian selain jaga jarak juga jaga pandangan dan omongan ya, pdku semakin drop"
fear,"( kaget saat punggungnya dipukul. dia sendiri juga baru sadar langsung sebut nama. ) ..kayaknya berani deh, jun. nggak tahu, kayak .. bisa aja."
fear,malu nya masih terasa
fear,ngeri bgt udah jelas2 positive masih nongkrong bukannya isoman
fear,kaget.. masuk topik
fear,aku takut nak baca thread ni. aku yg belum pregnant pun dah takut
fear,"sumpah ya gue sampe takut tiap papasan sama ayam, pasti ngelambat. soalnya doi tuh bukannya minggir yang lebih deket tapi malah nyebrang"
fear,"di ig cuma sesekali doang bikin story, itu pun random isinya, cuma biar keliatan masih hidup aja, takut dikira dah mati"
fear,malu minta beliin paket zenius
fear,"kalo saya ceritain semua ini ke kamu, saya takut kamu tinggalin lagi. saya gasuka sendiri"
fear,ermm.. mcm berat je ilmu ni. takut tak tercapai sbb takde ilmu persilatan
fear,"michi naksir doi temennya, takut ada keributan"
fear,"eh ada lagi deng hehe, bikin kaget aja"
fear,beneerr udh ngga ngerti malu pulak
fear,"jgn apa2 kebanyakan diumbar2 melulu , kalo gajadi malu gile ."
fear,udah aktivasi tapi takut ga valid
fear,malu banget makxskxj mau pcran sama hyomin anjay
fear,walau dah 35 tahun tetap takut mak marah tak kemas rumah
fear,takut gua dicium macan pendekar biru!
fear,mau positip takut cewenya jealous kah?? masalahnya gw bukan jennie
fear,"iya swndirian banget, soalnya ada beberapa anak yang positif kopit jumat kemarin. asli panik dan takut"
fear,enggatau tp takut
fear,"pengem nonton kukira kau rumahh tp takut kena mental,,"
fear,"hanya karena pernah terluka, tak berati kamu harus takut mencinta. ada seseorang yg tepat untukmu di luar sana."
fear,"anehnya lagi ada anggota, kaget kok bengkak anggaranya"
fear,sekalinya muncul ngegebraknya bikin kaget ya mas topo
fear,"sebagai penderita agoraphobia, anna gabisa keluar rumah guys, dia bakalan panik dan takut kalo terjebak di suatu ruangan atau bahkan situasi yang ngga familiar gitu. jadi susah ya ges si anna gaboleh keluar rumah dah intinya."
fear,ngeri ah segitunya caper sampe jelekin orang lain biar dipandang oke
fear,takut ujan
fear,"shade cushion make over lebih cocok yang mana ya? kalo warm ivory keterangan ga? aku baru pertama kali mau beli bingung milih shade, takut salah"
fear,menetapkan nonton movie terbaru spider-man venom nunggu nanti setelah blu-ray/legal streamnya keluar aja. kapan ya bisa bebas ke bioskop lagi tanpa rasa takut.. gak masalah juga nonton setelah hype redah walau mau gak mau spoiler bertebaran.
fear,ak ya pengen coba kenain air tetap sj takut
fear,ngeri dia keseleo aja di korea kan gada tukang urut
fear,"takut, pc gue tetep di kolbuk"
fear,ngeri ngeri
fear,ini ada yg nungguin ga si? aku lagi sakit trs tbtb kepikiran takut gabisa nyelesein apa yg udh aku mulai jd bakal maksain update dikit dikit ya
fear,takut gw mappa garap csm scene muntah di sensor apa kg
fear,2 atau 3 orang aja ya :d but! kalo flop mora hapus soalnya malu
fear,"takut gue, mau hidup tenang"
fear,gue malu banget salah tag jenonyaaaaaaaaa.
fear,"trs fakta lainnya adalah kakel gw rumahnya searah sama rumah gw. pernah pulsek dia lewat jalanan rumah gw anjrit. gw di belakangnya kaget. ""lah.. kok dia belok kesini"""
fear,gue jadi takut kalo liat akun besideperth
fear,"heh salah upload, malu"
fear,"kiri, kalo kanan soalnya banyak bergerak takut kepentok"
fear,"iyaa.. takut banget soalnya fc rpku pake thailand juga:"""
fear,lu nggak malu? atau mungkin kalian emang nggak tau malu?
fear,yang paling nyeremin pas ada razia dadakan pas gue lagi bawa bedak tbs yang tentu saja tidak murah udah panik kalo bakal kesita (dan kalo misal iya ga sudi sih kalo ga dibalikin) untungnya ga ketauan
fear,soonyoung aku takut sama jihoon hiks.
fear,ngeri bgt semoga ga kenapa napa
fear,kok om sih. *gugup*
fear,ttp kaget walaupun gak nonton
fear,"tar paket gue yang rembes hujan kemarin dateng, dan gue diminta unboxing depan kurir trus bakal di videoin. kan gue malu yak"
fear,"cuman aku malu aja buat ngepublish ke orang lain , karena dia juga gk pernah publish aku"
fear,"lagi pusing, tapi kalo dapet dana kaget 100$ ilang ni pusingnya"
fear,ga deng beneran cemas karna pd posting dikit2 kelar sidang kan jd cemas
fear,"kan,,bangun bangun kaget"
fear,ngeri ada tommy shelby ama pak tony stark
fear,takut tergoda membeli pc lain
fear,kaget bgt lg mam mie trs nonton all of us are dead ada scene zombie yg lagi ngacak ngacak usus dr perutbodohnya gua tetep lanjut makan sama nonton
fear,malu
fear,"bisa dicipratin air kak, bagian belakang badannya aja jg gapapa, klo muka kasian takut kaget"
fear,"buat pelajaran besok2, takut annoying ato gimana haha"
fear,twrpantau belu malu
fear,"prnh ga sih lo lagi iseng nyanyi nih di dpn pasangan tp ga asal nyanyi gtu, bnran nyanyi. trs pasangan lo terkesima, kaget, shock lalu blg ""lah aku baru tau trnyta suara kamu bagus"" krn literally emg ga prnh nyanyi pas lg sm pasangan, malu geys"
fear,jangan marah2 ih jadi takut di makan nih
fear,maaf ya sy mau ngetik agak ngeri. hukum mati aja pak/bu . semoga ketikan sy tidak salah dan tidak berdampak negatif kpd semua orang. aamiin
fear,apapun selain romance. :) tapi kalau horror jangan yang hantu. mun takut sama hantu.
fear,efek efeknya itu lo yg merah merah bikin takut
fear,takut ga ada yg mau pembesan ama gue maybe
fear,"anginnya kenceng bgt, takut :("
fear,gue liat 3d mv aishite aishite kok takut ya
fear,"kalo udah 9 bulan ginituh rasanya deg degan, takut, tapi udah pengen ketemu dedek dan udah engap pen cepet cepet bisa bobo telentang dan tengkurep"
fear,"tiba2 mimisan, gaktau kenapa penyebabnya dahal baik2 aja. kaget juga, udah lama gak kejadian kek ginian."
fear,"bila takde kerja sangat ni yg aku takut ni, takut tktau nak update apa dsu esok"
fear,takut limitt
fear,ada nad.. barusan. tapi takut makruh kalo marah-marah ngomong kasar.
fear,"temen gue ada yang positif takut bgt soalnya kamis sama sabtu kemaren abis ketemu, akhirnya gue ini mau swab house service. doakan y geengg"
fear,sbenarnya panik juga sih
fear,malu bingitttsssss
fear,lho kirain fest hahahha :')
fear,anda tau ga sie rasanya lg bengong kaget anjrt
fear,agak ngeri ye
fear,ga malu apa ya
fear,emm malu banget
fear,"oknum yang ga ngerasain malu td pas presentasi, pls td kalo lu join zoom rasanya mau pindah planet.."
fear,berita palsu jangan sebar! tindakan tegas akan diambil
fear,"jangan lupa ngingetin ayang buat napas, takut lupa malah repot"
fear,"di urut dulu ke tukang urut, takut salah urat"
fear,"ada kelass lagi nanti jam 1.30, nanti klo tidur, takut kelupaan jamm"
fear,"liat kok cuman takut pada ikut close juga,nanti gw sendirian:("
fear,eh taik takut. gua jadi ciize.
fear,"astagfirullah kaget gw, smpe bingung juga dpat notif bgni sejak kpan gw punya gebetan jgankan gebetan org suka aja gk ada"
fear,aduu kok ngeri ahh
fear,ngeri ya
fear,aku boleh suka sama orang lagi? takut dibilang sasimo
fear,tetep aja ongkirnya bikin kaget
fear,"aku kalo lg di samping bapak2 selalu tremor, takut, gak jelas padahal orangnya nggak ngapa-ngapain"
fear,aww malu banget suer
fear,kaget.. heran.. akhh..
fear,"tadi disekolah ada swab buat 2 kelas+beberapa guru, terus katanya guruku semua bakal kena swab dadakan. aku sekarang lagi kurang fit jadi takut.."
fear,jadi takut hehe
fear,korea pelapis ama utama ga keliatan beda saking gk keliatan sepak terjang pemain utamany di mens tapi takut aj kejutan racikan gado2ny sih suka surprise
fear,hayoo ada amplop dibalik hanggar yaa kok takut ..
fear,"alhamdulillah-nya udah divaksin sih. itu juga setelah drama. ibu mertua gwa tinggal sendirian. beberapa bulan lalu bapak mertua baru wafat. jadi yaa, khawatir. lalu ya gituu, agak meremehkan covid. makin khawatir lagi~"
fear,tp takut bgt tiba2 ppkm gimana
fear,"gw ragu mw bls make kata2 apa pake foto juga, dan akhirnya keluar dh"
fear,asik ..permainan emosi dimulai ..yg bermain dan terlibat ngeri-ngeri sedap..siap2 nyiapin pukulan tangkisan..indikasi sih positif 100% melawan hukum cuma upaya mencari keringanan aja ..tamatlah sudah karier2 yg didapat dgn cara gag berkah..
fear,"belom pernah nyampe manggarai lagi kalo naik kereta, kaget udah jadi di atas peronnya wkk"
fear,"chaki, ni buatmu. aku bete banget dah kemarinan waktu kamu ngebet mau jodohin aku sama kak heeseung kaget puool taunya pernah jadi temen satu oa-ku. kelakuanmu beda maksimal (real)"
fear,thank you aii !! sumpah i takut sekarang terpaling redha dah ni
fear,"sekarang kalau upf fee di awal aja kali ya, ngeri bgt hnr"
fear,takut dewasa
fear,"dikasih tau adik, simbah nanyain ""ini bajunya gak pernah lihat dipake keluar, dipakai di kamar ya?"" baju tidur tali spageti yamasa ku pake keluar2 kan malu. ini kalau beli lingerie yg aneh2 ya jelas jadi pertanyaan. udah paling bener beli daster midi aja."
fear,takut sombong
fear,"kalo gak gandengan tangan meriang tiap hangout di public place aja lengket ngt, gimana kalo pas lagi qtime berdua di private place gitu duh, makasih udah bikin makin menghalu dan btw, di yang kedua tuh seohyun sempet ragu harus pake cincin pernikahannya apa enggak"
fear,"lo takut ga sih anjir selasa depan anjir, treasure beneran cb ya?!?!"
fear,wah ngeri nih sesepuh ternyata
fear,kakak jd malu tau :(
fear,"mau ngejar, takut lari. jadi mending ga usah ngapa-ngapain"
fear,"udahh, tapi takut kalau dia ngecek2 pakai akun lain. dulu aku priv, aku buka lg krna pengen rep base. ah, jadi ga nyaman banget, masa ginian aja sampai harus priv mulu aku ingin bebas"
fear,"beh, mangkug tut bah malu nae"
fear,takut namun berusaha percaya diri
fear,aaksks tp w takut ntar mendadak s massal
fear,pernah ga sih ngerasa takut berlebihan buat sayang bgt secara tulus ke orang?
fear,panik panik ada yg panik
fear,"sch! gais tgl 8-15 masih bisa unggah foto kann, td pagi aku unggah foto tapi pas lagi loading malah error, please notice sender panik bgt nihh servernya error"
fear,"gua naik angkot isinya cowo semua anjirr, malu bet"
fear,"i decided to buy pc from kseller je nanti, i takut i tak dapat pull my fav member sebab tangan tak wangi"
fear,takut banget buka wa.
fear,aduh jadi malu
fear,bikin kaget anak orang
fear,sumpah itu kenapa anjir takut bgt pada begitu
fear,wkt punya ld blm pernah deh iseng kenain ke aer wkwk takut..
fear,takut kesushi
fear,"kalo nyolong, malu mah kedengeran ama yang punya"
fear,pengen makan seblakk tp lagi irit duiitt takut ga cukup sampe akhor bulan wkwkw
fear,aku belum makan siang makji gak selera ga belum nyangkut mau nangis gak menang rasanya malu..
fear,tbl tbl tadi di cek darah akunya lg degdegan takut hasil ny suruh transfusi pls pls semoga lgsg operasi malem ini
fear,takut tgk harga
fear,khawatir tidak jelas
fear,"banyak juga boleh kak, asal jgn kelepasan, ngeri gk ke rem, loss pula lagi."
fear,waduh takut takut
fear,"jujur sih kadang aku itu malu dan takut ngakuin kalau dia pacarku, iya bener karena fisiknya"
fear,hawane ngeri
fear,"iya ya kalo dipikir gitu.. tadi udah aku takedown tadi bilangnya badge ijo itu squad leader, kayak hyotion sambil ngasih nunjuk foto takut jelek dimata fans mereka yaudah tadi langsung aku takedown"
fear,takut patah hati gara2 derek
fear,"indahnya terbang terlalu tinggi, walau jujur ku takut jatuh terlalu jauh"
fear,heheh tapi aku takut dimaininn aduh
fear,"coraline dulu pas kecil takut banget jir, mana nyebutnya dulu kartun mata kancing :("
fear,"takut banget kena polusi, mau isoman dulu"
fear,hmm takut tapi tetap usahakan percaya diri lah pokoknya :(
fear,takut bila dah start beli ni kang semua fav chara la nak beli
fear,"minta tolong unit barunya lgsg dipasangin semuanya sm dicek flashnya bisa atau engga udh worry aja dari awal beli takut ada apa2 makanya smpe gosend instant taunya bener aja kena apes, untung sellernya baik mau ganti unit baru"
fear,tp gaboleh panikk nnti kalo panik kamu ngeblankk nanti malah gabisa ngerjain gaboleh panik
fear,asli iyaa takut kopit tp katanya jg karna lg pergantian musim
fear,aku deg degkan guys.. takut bahasa inggris ku belepotan
fear,ngeri takut hpnya keinjek
fear,edan ngeri nyuak mang
fear,biar kagett soalnya aku kagett baca yoonmin kaget
fear,"ada sapol juga tapi takut tiba"" yong drop sesuatu:'))"
fear,"gak papa sebenernya, masih bagus hasil fotonya gak ngaruh tapi gw takut tambah parah aja"
fear,takut skripsi
fear,still can't help but feel so curious about her face. secantik apa sih kak raline sampe gege gak mau nunjukin fotonya ke orang-orang karena takut pada naksir gitu ya?
fear,kaget bener suka tetiba logout tapi ga limit
fear,ngeri keinjek hp nya min t__t
fear,"makin dekat 10 februari, rasa campur aduk makin menjadi2.. ada bahagia karna anakku sudah mau 19, sudah makin dewasa.. ada cemas juga, karna alasan yg sama.."
fear,eh takut bgtt
fear,ngeri bgt
fear,takut dan dag dig dug bacanya tp bermanfaat bangett
fear,duhh gue takut ke s
fear,takut bgt moms
fear,takut kak
fear,"serem krn ttg sikopet gt nder, aku nonton itu lbh eneg sm takut gegara mainnya bunuh2an, tp ttp nonton smpe abis krn penasaran"
fear,"rada kaget ngeliat hasil semester kemarin, tapi ya mari tingkatin lagi di semester sekarang"
fear,knp si lu tuh wangi orang kaya gitu kak kan gua takut
fear,"malu malu , takut salah langkah"
fear,kalo takut malu jangan dikasih palu mas
fear,takut kecengklak kalo salting pagi-pagi.
fear,aduh.... klo solo ssr gini suka takut
fear,"mau meluk takut dosa, gak meluk mubadzir astaghfirullah bestie"
fear,takut limit wkwkw
fear,"takut tapi enak takut tapi dilanjutin, idung belang"
fear,malu ah
fear,kaget ..anu anu jgn tanya saya
fear,yaallah kaget banget tiba2 di dm ka anin tau taunya win
fear,kicep. takut ketauan mungkin.
fear,kaget terus
fear,"sumpah wak malu bgt. niat utk praktek efek deterjen ke ikan, lah ikan nya malah loncat dari wadahnya. gw refleks kaget dong, anjir jadi bahan tertawaan murid mana muridnya yg udah gede2 lagi"
fear,jangan di cepuin takut di cakar sama mix
fear,"india lumayan ngeri,kalo korea agak bahaya meskipun 4 thn ini ms mereka dibawah kita,kalo hong kong ya gt deh"
fear,"tapi lanjut dimakan gak? takut banget kalo lanjut makan, takutnya ada pecahan beling kecil masuk ke perut"
fear,takut di photo tuh mak
fear,"kak sumpah klo upgrade dri hdd ke ssd tu gabakal ngehank gini gak si? tabunganku cuma cukup buat upgrade itu, tapi takut juga ada kebutuhan praktikum mendadak. jadinya aku maju mundur mau upgrade"
fear,eh iya jujurr takut ketauan
fear,"panik nya tuh di pikiran sih, sibuk mikirin ini mikirin itu, mikir kya ""aduh ini gimana, takut"" ""kaya apa ini"" smbil mau nangis"
fear,kejer panik takut kebakaran dormnya
fear,malu bngt jatuh di parkiran
fear,tadi aku lagi makan dapet notif kan kaget
fear,"tadi baru gibah si crush gw kan nah tu tiba'orangnya muncul gw sengol lah kaki temen gw biar diem,kalau tau kan bisa malu"
fear,wooshik apa gak takut ini ampe trending di kr
fear,"ga paham juga, padahal buat global. ngeri editornya"
fear,kaget kan lo
fear,takut sha.
fear,"gue takut di dpt guru, wml biar ga ketauan bk"
fear,"yang kupikirkan saat ini : ini org org yg punya kontak wa banyak ga pusing apa ya nyortir siapa aja yg bisa liat sw. gw cuma sekian aja, males nyortir dan jatohnya jadi males buat sw aja sklian. khawatir hal hal tidak diinginkan terjadi"
fear,awal smt 3 ada rekrutmen buat asdos mo daftar maju mundur takut ilmuku belum cukup
fear,bisa bisanya semalem mimpiin gwinam takut bgt
fear,iiih malu mau blng nnti pas libur semester pulang lg
fear,"sebenernya lagi gelisah dikit soalnya tadi sekolahku banyak yang positif.. tapi overall baik-baik aja kook, hbu?"
fear,"[] takut ga bisa memerankan bapak min yoongi dengan baique, karena yoongi tu kek diem diem gt kan nah gue rada petakilan. sama takut kalo disuruh show off ke ""savage"" an nya tuh gue ga nyampe gitu."
fear,meratib takut raya lps tu upload gambar g jln2 tmpt viral
fear,malu kat fattah amin. berlakon kayu pun dia tak tengok kamera tauu
fear,walau hati takut membadut
fear,mama takut gmn
fear,takut disomasi sm klien
fear,asli takut di bagian reading sama speaking
fear,alesan takut kena congorna soalnya ada guru yg menantunya kena tp masih ngajar
fear,gue kalo liat ada musuh yang pasang title takut malah
fear,"mau siapapun lawan ina w tetep takut, tembus semifinal pun juga lawan dari grup b serem semua"
fear,jujur takut digetok mami beli hoodie lagi
fear,malah takut ga si
fear,"ya iya lah, masak nggak takut kalau bobroknya dibongkar di pengadilan?"
fear,takut ga bisa makan
fear,"kalo ampe kejadian, gue bikin lu malu seumur idup si liatin ae"
fear,negara kita negara demokrasi saling menghormati lebih penting. nur wahid takut banget sama namanya museum
fear,duh bukan lagi mah..takut kebakaran
fear,ngeri banget
fear,takut banget
fear,"gue kalo pms sakit bel tp gamau minum obat takut ketergantungan:(, uda nyoba dikompres pake air anget gaa tadii?"
fear,kami takut pada yang tidak berwujud
fear,"ketularan kaget, pengawasan gak beres."
fear,"aku malu, aku malu"
fear,wkwkwk takut bgt digigit lgi
fear,takut bgt kalo nanti tiba-tiba ke
fear,ujan anginn takut banget mana genteng tetangga gue melayangg banyak bgt untung gak kena orang huftt siang siang takut
fear,takut banget..
fear,ini both of inamas aku super khawatir banget sama para ms nya dah
fear,"gembel style lgi, oke /jk ya allah, gw takut banget"
fear,takut kemalingan
fear,malu kali nder
fear,iyaa. aku juga jadi takut:((
fear,ngeri ngono ya ndoro ngene kok sampeyan ngebet nyapres. ajur-ajur nda mending ngurusi banjir ndoro
fear,kaget.. kok telat!
fear,"emang sih, aku bukan siapa-siapa kamu. tapi aku nggak bohong kalau aku khawatir dengan keadaan kamu sekarang. bolehkah kalau aku yang menghubungi kamu duluan?.. tapi aku takut bikin kamu risih.."
fear,takut positif trs gbs skolah hhshshhdhshdhsh mau nangis aja sumpahh pdhal aku masuk angin anjir
fear,jadi khawatir laptop ku ga kuat sama semua app buat kuliah
fear,eh pala gue pusing bgt anjir td udh tegang takut ditanya tanya bu naning trnyt waktu sdh habis
fear,"tafsir ya... antara kaget dan ngga kaget tapi tetep aja, ngeri boi"
fear,"hahaha.. emang lagi ngeri sih, tapi dulu pas curug hejo sepi. sekarang ngeri di cuaca sih, masih sering hujan."
fear,uda berusaha untuk mengurangi faktor cemas dari diri sendiri lho adaa aja dari luar emang bener2 semakin dewasa ada aja yang harus dipikir
fear,njirr gue malu guekira suara rose kagettt
fear,kalo di slack suka takut chatnya capslock semua
fear,"hi kak, mohon maaf terkait kendalanya. terkait kendala tersebut, untuk saat ini kami tidak dibekali informasi tersebut. apabila ada kendala lain jangan ragu untuk menghubungi kami ya kak. terima kasih ^wh"
fear,takut tp ttp percaya diri
fear,ahahhah iya masama bayangin aja udah beli trus kaget karena belakangnya ga nyatu trus menangisi itu semua
fear,karena kalo malu bakal malu banget ini lebih lebih dari orenji untung beneran iri jongu
fear,"di kost bosen bgt, tapi mau main keluar takut deh kasus covid lagi naik. mana mau ada event, jadi mesti jaga kesehatan."
fear,"yakan demen muji tapi dipuji balik malah malu, demen natap mata member giliran ditatap balik juga malu sendiri, cekidaw"
fear,takut gak siih
fear,"kamu minum kopi 2 gelas, itu ngga sehat tau. kasian perut kamu mata gue mlotot kaget dong, apaan dah nih sksd?! pas gue noleh, anjir cakep bat heran"
fear,kok pada berani ya sama stranger.. apa ga takut h-word? tetep safe sex ya nder.
fear,wkwk beneran takut tp
fear,"merajuk la jugak mak aku tu, haha. pastu dh ambik booster apa semua tu; aku tnya mak aku. ada sakit tak? ada nak demam tak? pastu mak aku ckp. tak. hahqhah pastu aku jawab balik kat dia, abis hari tu takut sangat kenapa?"
fear,malu. gak fokus.
fear,takut ditolak :)
fear,takut banget loch
fear,"panik bnggett, mana gue pemalu lagi adhh"
fear,"kaget, kirain ada yang baru lagi"
fear,"” aku juga mau aware ttg isu kesehatan mental, disini aku mau negasin karakter hana yg sebenernya dia bukan denial/gengsi/ ga punya hati, tapi rata2 orang yg punya trauma secara seksual lebih sulit buat jatuh cinta atau nerima diri nya jatuh cinta karna terlalu takut"
fear,takut ah ntar dijual
fear,"beuuhh, rambo semua modelnya nihh.. pantess dianggap saudaraa..(ngeri kalii maksudnya).."
fear,aku klu blh nk buat kerja gila pinjam hair dryer kt dept aku tp tulah takut plak kantoi dgn boss
fear,"panik tetiba mata bengkak sebelah, ternyata aku alergi ibuprofen"
fear,malu buat bilang haha agak takut jug
fear,ngeri bgtt gituu di ciduk
fear,mendengar hp bunyi teh sekarng malah takut.. takut dapat kabar buruk
fear,"kata gw mimpi paling buruk tuh mimpi jadi pembunuh sumpah. gw sepanjang mimpi kaya stress sndiri ini gw kudu nyembunyiin mayatnya dmn trus gw kudu buat script apaa. sedih, takut, nyesel, panik, jadi satu. anjirlah stressful mampus."
fear,kaget bgt liat om kungya masuk base sjdkdkkdldlr
fear,"kaget lg ke toilet udh banjir, ternyata d-1 langsung cek flow dan wow ternyata benarr akurat jg flow yakk selama ini gue pikir gue haid selalu mundur atau kecepetan seminggu"
fear,"bismillah deh, gue masih takut soalnya kalo main warna pastel"
fear,gue takut dm authornya apalagi boong umur pdhl dosaan baca gituan gasi gatau si
fear,"bangun jam 12.25 sesuai alarm, pas bangun panik bgt, hampir nangis karena kirain telat kelas. setelah beberapa detik baru inget kalo kelasnya jam 12.40"
fear,ngeri skrg dikantor ada sisi tipi yang bisa ngomong
fear,tiba2 kok jdi takut kuliah offline ya
fear,"iya, takut ke"
fear,gue juga takut.
fear,takut lah tgk draw gp b ni ya allah
fear,takut banget yatuhan sama cowo begini. padahal saya sendiri cowo
fear,gampang nanti ta pancing pake tambang timba tapi jangan dalam dalam takut ga nyampe..
fear,beraso nok makan biskut raya awal eh takut tokdei raya tahun ni
fear,bingung nonton skz apa treasure.. beda bulan tapi takut menyesal karena ga ada waktu
fear,wkwk kaget tbtb tur. adooh
fear,"klo dh offer tuh dh takut, mending kasih harga pas ny"
fear,iyakan duh kalo udah kea gt takut banget tb2 beli tiket ke korea beneran
fear,malu woiiiiiiiii
fear,ako malu sekali
fear,takut ngga lulus kpi kah?
fear,agak ngeri ga segrup jangan2 ketemu di final
fear,"waktunya kurang tepat kalo mau ke indo apalagi disini masih meningkat tuh cvd, aku takut dia knp knp, apalagi akhir akhir ini jadwal dia banyak banget ,cukup di korea aja jangan ke indo dulu semoga"
fear,"kaget loh, kenapa rame banget twtnya.. kirain ada apaan anjir"
fear,masih kaget tb2 di jepang
fear,agak ngeri ya women nya
fear,jd takut buat pacaran lagi
fear,"aku gak kepikiran sampe kesitu ka, soalnya aku buru-buru karna itu wl aku takut keduluan orang"
fear,ngeri bgt casenya
fear,"ngeri lo, dtg dtg twt ginian :"")"
fear,hah takut bgt
fear,"hujannya awet ihh, takut banjir"
fear,"teman-teman aku mau kasih info, aku bawa pulang lagi kucing aku karna dokternya lagi ga ada di petshopnya. aku takut kucing aku stress jd aku bawa pulang dulu, nanti kalau dokternya udah ada di tempat aku bawa lagi kesana."
fear,that takut ngebungkus tho
fear,gapake nama asli takut teemn rl tau wk
fear,ngakak anjir takut bgt wkwkkwkw
fear,"aku bukannya over atau lebay, aku cemburu, aku khawatir, aku bawel itu karna aku sayang dan takut kehilangan. itu aja. :')"
fear,gua jadi takut ada temen rl tau akun inii soalnya bisa diliat dri kontak kan apalagi gua dftr akun ini pake no hp..
fear,"gue udh kaget jongu knp, rupany bnrn dikoms. udh panik"
fear,malu typo ya nder saking nsjahss nya
fear,kok ngeri
fear,cuma kaget doang..
fear,"nanti dll, takut org bayar utang mamakku"
fear,"soale takut ada yg macem macem, kalo bawa temen kan seenggaknya ada yg bisa bantuin."
fear,ipk 3.3 itu udah bagus ga sih?? takut banget mau kasih tau bokap kalo ipk segitu
fear,pensil warna ketemu tapi ga yakin. takut ngerusak gambarnya
fear,deg-degan nggak -tu ditanya habis nonton apa karena panik gw jawab habis nonton coboy junior addaffafsf
fear,"warga sudah jadi korban, mas. dengan teror dan intimidasi terus menerus, secara psikologi pasti sudah ada warga yang mengalami trauma. belum lagi waktu yang harusnya bisa mereka gunakan untuk kegiatan produktif, harus dihabiskan untuk menjaga tanah lingkungan mereka.."
fear,aku masih pake se kamu mah ah udahlah aku malu
fear,kaget gw jelek bgt tolong
fear,winwin wayv tapi ini konten berbaayar gue kaget anjir masuk sini
fear,aw malu
fear,"kaget plus deg-degan pas ada pelanggan cewek yang negur saya pas lagi nongkrong di cafe. kayaknya si anak kedokteran ya, bening sama cantik bat, heran. mana suaranya lembut bat lagi, jadi keinget suaranya kak yessica"
fear,"braw! ngeri bgt tiap hari ambulance lewat terus, stay safe guys kurangin nongkinyaa"
fear,malu kali
fear,tapi takut ketuaan juga di jalan ya kan wkwk walaupun gue wfh selamanya
fear,"gue fikir baba ga ikut. malu bgt asw gadeng, malu aja haha :')"
